ID,score,is_solution
XGene3135__1743,1,0
XMetab__70949___c____,2,0
XGene3136__r0558,2,0
XGene3136__r0558_reverse,2,0
XMetab__3469___c____,3,0
XGene3137__35,3,0
XMetab__11953835___m____,3,0
XGene3139__79017,1,0
XGene3140__r0571,1,0
XGene3140__r0571_reverse,2,0
XMetab__487___m____,2,0
XGene3141__10998,2,0
XGene3142__2222,3,0
XGene3142__2222_reverse,2,0
XGene3143__79646,2,0
XGene3143__80025,1,0
XGene3143__53354,2,0
XGene3143__55229,2,0
XGene3144__79646,2,0
XGene3144__80025,1,0
XGene3144__53354,1,0
XGene3144__55229,1,0
XGene3145__5169_83594,2,0
XGene3145__5167_83594,3,0
XGene3146__249,1,0
XGene3146__249_reverse,2,0
XMetab__987___m____,2,0
XGene3148__5169,2,0
XGene3148__5167,2,0
XMetab__207___c____,2,0
XGene3149__501,1,0
XGene3150__4357,2,0
XGene3150__7263,1,0
XMetab__440753___m____,1,0
XGene3151__26275,2,0
XMetab__440565___m____,2,0
XGene3153__1629,1,0
XMetab__439396___c____,1,0
XGene3154__5211,2,0
XGene3154__5211_reverse,2,0
XMetab__440117___c____,1,0
XGene3155__5211,1,0
XGene3155__5211_reverse,1,0
XMetab__6831___c____,2,0
XMetab__5810___c____,2,0
XGene3156__29920,1,0
XGene3156__29920_reverse,2,0
XMetab__11966267___c____,2,0
XGene3156__5831,2,0
XGene3156__5831_reverse,3,0
XMetab__5810___m____,1,0
XGene3157__29920,2,0
XGene3157__29920_reverse,3,0
XGene3157__5831,3,0
XGene3157__5831_reverse,2,0
XGene3158__29920,2,0
XGene3158__29920_reverse,2,0
XGene3158__5831,2,0
XGene3158__5831_reverse,1,0
XGene3159__29920,4,0
XGene3159__5831,1,0
XGene3160__2717,2,0
XGene3160__2717_reverse,2,0
XMetab__439357___e____,1,0
XMetab__753___e____,2,0
XMetab__439573___c____,2,0
XGene3161__570,3,0
XGene3161__570_reverse,2,0
XMetab__23617285___c____,2,0
XGene3162__570,1,0
XGene3162__570_reverse,1,0
XMetab__440567___c____,1,0
XGene3163__55825,2,0
XMetab__46173358___m____,2,0
XGene3163__51102,4,0
XGene3164__10449_3032,2,0
XMetab__440606___m____,1,0
XGene3164__3032_30,1,0
XMetab__11953814___m____,3,0
XGene3165__54677_reverse,2,0
XGene3166__54677,1,0
XGene3167__55825,1,0
XGene3167__51102,2,0
XMetab__11966197___m____,2,0
XGene3169__2687,1,0
XGene3169__2687_reverse,2,0
XGene3169__2678,2,0
XGene3169__2678_reverse,2,0
XGene3169__92086,2,0
XGene3169__92086_reverse,1,0
XGene3169__728441,2,0
XGene3169__728441_reverse,1,0
XGene3169__102724197,1,0
XGene3169__102724197_reverse,1,0
XGene3169__2686,2,0
XGene3169__2686_reverse,2,0
XGene3169__124975,2,0
XGene3169__124975_reverse,1,0
XGene3169__124975_91227,2,0
XGene3169__124975_91227_reverse,1,0
XMetab__296___c____,1,0
XGene3170__224,2,0
XGene3170__224_reverse,2,0
XMetab__487___c____,1,0
XGene3170__217,2,0
XGene3170__217_reverse,1,0
XGene3170__219,2,0
XGene3170__219_reverse,2,0
XGene3170__223,2,0
XGene3170__223_reverse,2,0
XGene3170__501,2,0
XGene3170__501_reverse,2,0
XGene3171__224,2,0
XGene3171__224_reverse,2,0
XGene3171__217,2,0
XGene3171__217_reverse,2,0
XGene3171__219,2,0
XGene3171__219_reverse,2,0
XGene3171__223,3,0
XGene3171__223_reverse,2,0
XGene3171__501,3,0
XGene3171__501_reverse,3,0
XMetab__5280625___c____,2,0
XGene3172__r0645,1,0
XGene3172__r0645_reverse,2,0
XMetab__5699___c____,1,0
XGene3173__r0647,2,0
XGene3173__r0647_reverse,2,0
XMetab__440741___c____,2,0
XMetab__439742___e____,2,0
XGene3174__2687,1,0
XGene3174__2678,2,0
XGene3174__92086,2,0
XGene3174__728441,1,0
XGene3174__102724197,3,0
XGene3174__2686,2,0
XGene3174__124975,2,0
XGene3174__124975_91227,2,0
XGene3175__2687,2,0
XGene3175__2678,2,0
XGene3175__92086,2,0
XGene3175__728441,2,0
XGene3175__102724197,2,0
XGene3175__2686,1,0
XGene3175__124975,1,0
XGene3175__124975_91227,1,0
XGene3176__10998,1,0
XGene3176__11001,1,0
XGene3177__10998,2,0
XGene3178__55825,2,0
XMetab__HC01412___m____,1,0
XGene3178__51102,2,0
XGene3180__34,2,0
XGene3180__3712,1,0
XMetab__440566___m____,2,0
XGene3181__1629,1,0
XMetab__440603___m____,1,0
XGene3182__3030_1962_1892,2,0
XGene3182__3030_1962_1892_reverse,1,0
XMetab__45266564___x____,2,0
XGene3183__3030_1962_1892,2,0
XMetab__fpram___c____,2,0
XGene3184__2618,1,0
XGene3185__3030_1962_1892,2,0
XGene3186__593_594_641649,2,0
XGene3187__80270,1,0
XGene3187__80270_reverse,2,0
XGene3188__6697,1,0
XGene3189__8659,3,0
XGene3189__8659_reverse,2,0
XMetab__53477906___c____,2,0
XGene3190__224,2,0
XGene3190__224_reverse,2,0
XMetab__53477686___c____,2,0
XGene3190__217,2,0
XGene3190__217_reverse,1,0
XGene3190__219,3,0
XGene3190__219_reverse,2,0
XGene3190__223,2,0
XGene3190__223_reverse,2,0
XGene3190__501,2,0
XGene3190__501_reverse,1,0
XGene3191__10449_3032,2,0
XGene3191__3032_30,1,0
XGene3192__28976,2,0
XGene3193__249,1,0
XGene3193__249_reverse,2,0
XMetab__11966179___m____,2,0
XMetab__11966179___x____,3,0
XGene3196__3030_1962_1892,2,0
XMetab__46173176___x____,2,0
XGene3197__3030_1962_1892,2,0
XMetab__46173488___m____,2,0
XGene3198__3030_1962_3033,3,0
XMetab__46173488___x____,1,0
XGene3199__3030_1962_3033,3,0
XGene3200__3030_1962_1892,1,0
XMetab__HC01412___x____,3,0
XGene3201__3030_1962_1892,1,0
XGene3202__3030_1962_3033,1,0
XGene3202__3030_1962_3033_reverse,3,0
XMetab__440604___m____,2,0
XMetab__440603___x____,1,0
XGene3203__3030_1962_3033,2,0
XGene3204__10449_3032,2,0
XGene3204__3032_30,2,0
XGene3205__3030_1962_3033,2,0
XGene3206__3030_1962_3033,2,0
XGene3207__3030_1962_1892,1,0
XMetab__24883423___m____,1,0
XMetab__24883423___x____,1,0
XMetab__11966216___m____,2,0
XGene3209__3030_1962_3033,2,0
XGene3210__3030_1962_1892,3,0
XMetab__11966162___m____,2,0
XGene3211__10449_3032,2,0
XGene3211__3032_30,2,0
XMetab__11966160___m____,1,0
XMetab__5280765___m____,2,0
XGene3213__3030_1962_1892,2,0
XGene3214__55825,1,0
XGene3214__51102,2,0
XGene3215__2720,2,0
XMetab__53481409___c____,1,0
XGene3216__124_125_126,2,0
XGene3216__124_125_126_reverse,1,0
XGene3216__130,2,0
XGene3216__130_reverse,2,0
XGene3216__131,2,0
XGene3216__131_reverse,2,0
XGene3216__128,3,0
XGene3216__128_reverse,2,0
XGene3216__127,1,0
XGene3216__127_reverse,1,0
XMetab__160520___c____,1,0
XGene3217__1593,2,0
XMetab__46224537___x____,2,0
XGene3218__3295,2,0
XGene3219__3295,2,0
XMetab__3080603___c____,2,0
XGene3220__1109,3,0
XGene3220__1109_reverse,1,0
XGene3221__1109,1,0
XGene3221__1109_reverse,1,0
XMetab__151725___m____,1,0
XGene3222__221,2,0
XGene3222__221_reverse,1,0
XMetab__85782___m____,2,0
XGene3222__218,2,0
XGene3222__218_reverse,2,0
XGene3222__222,2,0
XGene3222__222_reverse,1,0
XGene3222__220,2,0
XGene3222__220_reverse,2,0
XGene3223__221,2,0
XGene3223__218,2,0
XGene3223__222,2,0
XGene3223__220,2,0
XMetab__151276___m____,2,0
XGene3224__221,1,0
XGene3224__221_reverse,2,0
XMetab__1738___m____,1,0
XGene3224__218,2,0
XGene3224__218_reverse,3,0
XGene3224__222,2,0
XGene3224__222_reverse,2,0
XGene3224__220,2,0
XGene3224__220_reverse,1,0
XGene3225__221,1,0
XGene3225__218,2,0
XGene3225__222,2,0
XGene3225__220,2,0
XMetab__440729___m____,1,0
XGene3226__221,2,0
XGene3226__221_reverse,3,0
XMetab__736172___m____,2,0
XGene3226__218,2,0
XGene3226__218_reverse,2,0
XGene3226__222,2,0
XGene3226__222_reverse,1,0
XGene3226__220,2,0
XGene3226__220_reverse,3,0
XGene3227__221,2,0
XGene3227__218,3,0
XGene3227__222,2,0
XGene3227__220,1,0
XGene3228__224,3,0
XGene3228__224_reverse,1,0
XMetab__1826___c____,2,0
XGene3228__217,2,0
XGene3228__217_reverse,2,0
XGene3228__219,2,0
XGene3228__219_reverse,1,0
XGene3228__223,2,0
XGene3228__223_reverse,2,0
XGene3228__501,1,0
XGene3228__501_reverse,2,0
XGene3229__7389,2,0
XGene3229__7389_reverse,1,0
XMetab__45259165___m____,2,0
XGene3230__26275,2,0
XMetab__246983___r____,1,0
XGene3231__1595,2,0
XGene3232__7264,2,0
XGene3233__1718,2,0
XGene3233__1718_reverse,2,0
XGene3234__r0784,2,0
XGene3234__r0784_reverse,2,0
XMetab__5353956___c____,1,1
XGene3235__8879,2,0
XMetab__644260___c____,1,0
XGene3236__8611,2,0
XGene3236__81537,3,0
XGene3236__8612,1,0
XGene3236__8613,2,0
XGene3236__130367,2,0
XGene3237__r0788,3,0
XGene3237__r0788_reverse,2,0
XMetab__151438___c____,2,0
XGene3238__r0789,3,0
XGene3238__r0789_reverse,2,0
XGene3239__55825,2,0
XGene3239__55825_reverse,1,0
XMetab__440611___m____,1,0
XGene3239__51102,3,0
XGene3239__51102_______reverse,2,0
XMetab__24478___c____,2,0
XGene3240__r0795,3,0
XMetab__5779___c____,4,0
XGene3241__r0796,2,0
XGene3241__r0796_reverse,1,0
XMetab__827___c____,2,0
XMetab__11953854___c____,2,0
XGene3242__570,2,0
XGene3242__570_reverse,2,0
XMetab__22833540___c____,2,0
XGene3350__r1109,1,0
XGene3353__r1134,2,0
XGene3354__51478,3,0
XGene3354__51478_reverse,2,0
XMetab__22212495___r____,2,0
XGene3357__r1146,2,0
XMetab__58___m____,2,0
XGene3361__593_594_1738_1629,2,0
XGene3361__593_594_1738_1629_reverse,1,0
XGene3363__83549,1,0
XGene3363__83549_reverse,2,0
XGene3363__7371,2,0
XGene3363__7371_reverse,1,0
XGene3363__54963,2,0
XGene3363__54963_reverse,2,0
XGene3367__6646,2,0
XGene3367__8435,3,0
XMetab__46173176___r____,2,0
XGene3368__6646,2,0
XGene3368__8435,2,0
XMetab__439229___r____,1,0
XGene3369__6646,1,0
XGene3369__8435,2,0
XMetab__5280355___r____,2,0
XGene3370__6646,2,0
XGene3370__8435,3,0
XGene3371__6646,1,0
XGene3371__8435,1,0
XMetab__11966132___r____,2,0
XGene3372__6646,2,0
XGene3372__8435,3,0
XGene3373__6646,3,0
XGene3373__8435,1,0
XGene3374__6646,2,0
XGene3374__8435,1,0
XMetab__246520___r____,2,0
XGene3375__3988,3,0
XGene3375__1056,1,0
XMetab__HC02021___r____,2,0
XGene3376__3988,2,0
XGene3376__1056,1,0
XMetab__HC02022___r____,1,0
XGene3377__3988,2,0
XGene3377__1056,2,0
XMetab__644119___r____,2,0
XGene3378__3988,2,0
XGene3378__1056,2,0
XMetab__92819___r____,1,0
XGene3379__3988,2,0
XGene3379__1056,2,0
XMetab__HC02025___r____,2,0
XGene3380__3988,3,0
XGene3380__1056,4,0
XMetab__HC02026___r____,1,0
XGene3381__3988,2,0
XGene3381__1056,2,0
XMetab__HC02027___r____,1,0
XGene3382__3988,1,0
XGene3382__1056,2,0
XGene3383__2182,2,0
XGene3383__2181,2,0
XGene3383__81616,3,0
XGene3383__11001,2,0
XGene3383__2180,2,0
XGene3383__23305,2,0
XGene3383__51703,1,0
XGene3384__2182,1,0
XGene3384__2181,1,0
XGene3384__81616,2,0
XGene3384__11001,1,0
XGene3384__2180,1,0
XGene3384__23305,1,0
XGene3384__51703,1,0
XMetab__5312508___r____,2,0
XGene3385__2182,2,0
XGene3385__2181,2,0
XGene3385__81616,1,0
XGene3385__11001,1,0
XGene3385__2180,1,0
XGene3385__23305,2,0
XGene3385__51703,1,0
XGene3386__2182,2,0
XGene3386__2181,2,0
XGene3386__81616,1,0
XGene3386__11001,2,0
XGene3386__2180,2,0
XGene3386__23305,1,0
XGene3386__51703,1,0
XGene3387__2182,2,0
XGene3387__2181,3,0
XGene3387__81616,2,0
XGene3387__11001,1,0
XGene3387__2180,1,0
XGene3387__23305,2,0
XGene3387__51703,1,0
XGene3388__2182,3,0
XGene3388__2181,3,0
XGene3388__81616,4,0
XGene3388__11001,1,0
XGene3388__2180,2,0
XGene3388__23305,2,0
XGene3388__51703,1,0
XGene3389__2182,2,0
XGene3389__2181,3,0
XGene3389__81616,1,0
XGene3389__11001,2,0
XGene3389__2180,3,0
XGene3389__23305,2,0
XGene3389__51703,2,0
XGene3390__2182,2,0
XGene3390__2181,2,0
XGene3390__81616,2,0
XGene3390__11001,1,0
XGene3390__2180,2,0
XGene3390__23305,2,0
XGene3390__51703,2,0
XGene3391__2182,3,0
XGene3391__2181,2,0
XGene3391__81616,2,0
XGene3391__11001,2,0
XGene3391__2180,3,0
XGene3391__23305,1,0
XGene3391__51703,1,0
XGene3407__r1377,2,0
XGene3407__r1377_reverse,3,0
XMetab__447123___c____,2,0
XGene3408__128,1,0
XGene3408__128_reverse,3,0
XGene3409__1718,1,0
XGene3410__2356,1,0
XMetab__7thf___c____,1,0
XGene3411__8836,1,0
XMetab__6802___c____,1,0
XGene3412__r1384,2,0
XGene3412__r1384_reverse,1,0
XMetab__64959___c____,3,0
XGene3413__178,3,0
XGene3413__178_reverse,1,0
XMetab__HC02136___c____,2,0
XGene3414__178,1,0
XGene3414__178_reverse,2,0
XGene3417__2720,1,0
XGene3429__8310,1,0
XGene3429__51,1,0
XGene3430__8310,1,0
XGene3430__51,2,0
XGene3431__8310,2,0
XGene3431__51,3,0
XGene3433__8310,2,0
XGene3433__51,2,0
XGene3434__8310,2,0
XGene3434__51,2,0
XGene3435__8310,2,0
XGene3435__51,2,0
XGene3436__8310,2,0
XGene3436__51,1,0
XGene3437__8310,2,0
XGene3437__51,2,0
XMetab__HC02228___c____,1,0
XGene3441__r1457,2,0
XGene3445__33,1,0
XMetab__HC10856___m____,2,0
XGene3446__3030_1962_1892,2,0
XMetab__HC10857___m____,1,0
XGene3447__3028_1962_3295,2,0
XGene3447__3033_1962_3295,3,0
XMetab__HC10858___m____,2,0
XGene3448__10449_3032,3,0
XGene3448__3032_30,2,0
XGene3449__2182,2,0
XGene3449__2181,3,0
XGene3449__81616,2,0
XGene3449__11001,2,0
XGene3449__2180,1,0
XGene3449__23305,2,0
XGene3449__51703,3,0
XMetab__1100___e____,2,0
XGene4350__EX_so3___e_____reverse,2,0
XGene4351__EX_sprm___e_____reverse,2,0
XMetab__10690___c____,2,0
XGene4352__RE0124C,2,0
XGene4352__RE0124C_reverse,2,0
XMetab__91493___c____,1,0
XGene4353__641372,2,0
XGene4353__641372_reverse,1,0
XGene4353__641371,2,0
XGene4353__641371_reverse,2,0
XGene4353__570,3,0
XGene4353__570_reverse,1,0
XGene4354__10327,2,0
XGene4354__10327_reverse,2,0
XMetab__444791___c____,2,0
XGene4355__RE0452M,2,0
XGene4355__RE0452M_reverse,1,0
XMetab__164628___c____,1,0
XGene4356__RE0453C,2,0
XGene4356__RE0453C_reverse,2,0
XMetab__64968___c____,1,0
XGene4357__4833,3,0
XGene4357__4833_reverse,1,0
XGene4358__4830,3,0
XGene4358__4830_reverse,2,0
XGene4358__4831,2,0
XGene4358__4831_reverse,2,0
XMetab__trdrd___n____,2,0
XGene4359__50484,2,0
XGene4359__50484_reverse,2,0
XMetab__trdox___n____,2,0
XMetab__53481430___m____,1,0
XGene4360__3030,1,0
XGene4360__3295,1,0
XGene4360__1962,4,0
XGene4360__3033,3,0
XGene4360__3028,1,0
XGene4360__3032,2,0
XMetab__53481430___x____,2,0
XGene4361__3295,2,0
XGene4361__3295_reverse,2,0
XMetab__CE0713___x____,1,0
XGene4361__1962,2,0
XGene4361__1962_reverse,3,0
XGene4362__RE0549C,1,0
XGene4362__RE0549C_reverse,2,0
XMetab__1018___c____,2,0
XGene4363__6785,1,0
XGene4363__79071,1,0
XGene4363__60481,2,0
XGene4363__54898,1,0
XMetab__25229571___c____,3,0
XGene4364__RE0566C,2,0
XGene4364__RE0566C_reverse,2,0
XMetab__25229587___c____,1,0
XGene4365__RE0567C,1,0
XGene4365__RE0567C_reverse,2,0
XMetab__CE2243___c____,3,0
XGene4366__9045_reverse,1,0
XGene4367__6785,2,0
XGene4367__79071,2,0
XGene4367__60481,1,0
XGene4367__54898,2,0
XMetab__10663___e____,2,0
XGene4368__4017,3,0
XMetab__25229584___c____,2,0
XGene4369__RE0570C,2,0
XGene4369__RE0570C_reverse,2,0
XMetab__25229586___c____,2,0
XGene4370__RE0571C,2,0
XGene4370__RE0571C_reverse,2,0
XMetab__CE2242___c____,3,0
XMetab__25229583___c____,1,0
XGene4371__RE0574C,1,0
XGene4371__RE0574C_reverse,1,0
XMetab__25229585___c____,1,0
XGene4372__RE0575C,2,0
XGene4372__RE0575C_reverse,1,0
XMetab__CE2245___c____,2,0
XGene4373__RE0576C_reverse,1,0
XGene4374__641372,1,0
XGene4374__641371,2,0
XGene4374__570,2,0
XMetab__53481548___c____,3,0
XGene4375__641372,2,0
XGene4375__641372_reverse,2,0
XMetab__8215___c____,2,0
XGene4375__641371,2,0
XGene4375__641371_reverse,2,0
XGene4375__570,2,0
XGene4375__570_reverse,2,0
XGene4376__641372,2,0
XGene4376__641371,2,0
XGene4376__570,2,0
XMetab__22833663___c____,2,0
XGene4377__RE0581C_reverse,2,0
XGene4378__RE0583C,2,0
XGene4378__RE0583C_reverse,2,0
XGene4379__26,2,0
XGene4380__26,1,0
XMetab__19913541___e____,2,0
XGene4381__26,3,0
XMetab__118___c____,2,0
XGene4382__RE0691C,2,0
XGene4382__RE0691C_reverse,2,0
XMetab__79803___c____,3,0
XMetab__CE1935___e____,1,0
XGene4383__26,2,0
XGene4384__26,2,0
XGene4385__RE0830C,2,0
XGene4385__RE0830C_reverse,3,0
XMetab__129803___n____,2,0
XGene4386__5092,3,0
XGene4386__5092_reverse,1,0
XGene4386__84105,2,0
XGene4386__84105_reverse,2,0
XMetab__CE2870___c____,2,0
XGene4387__RE0908C,2,0
XGene4387__RE0908C_reverse,2,0
XMetab__107564___c____,2,0
XGene4388__25830,2,0
XGene4388__6818,2,0
XMetab__439639___c____,2,0
XGene4389__RE0915C,2,0
XGene4389__RE0915C_reverse,2,0
XMetab__439639___e____,1,0
XGene4390__280,1,0
XGene4390__280_reverse,3,0
XMetab__5793___e____,1,0
XGene4390__84569,1,0
XGene4390__84569_reverse,1,0
XGene4390__276,1,0
XGene4390__276_reverse,2,0
XGene4390__277,2,0
XGene4390__277_reverse,2,0
XGene4390__278,2,0
XGene4390__278_reverse,2,0
XGene4390__279,1,0
XGene4390__279_reverse,3,0
XMetab__CE2873___c____,2,0
XGene4391__RE0916C,2,0
XGene4391__RE0916C_reverse,1,0
XMetab__67894139___c____,1,0
XMetab__CE2875___c____,1,0
XGene4392__RE0918C,2,0
XGene4392__RE0918C_reverse,3,0
XMetab__CE2874___c____,1,0
XMetab__13489094___e____,2,0
XGene4393__276,1,0
XGene4393__276_reverse,4,0
XGene4393__277,2,0
XGene4393__277_reverse,3,0
XGene4393__278,2,0
XGene4393__278_reverse,2,0
XGene4393__279,2,0
XGene4393__279_reverse,2,0
XGene4393__280,2,0
XGene4393__280_reverse,2,0
XGene4393__84569,2,0
XGene4393__84569_reverse,2,0
XMetab__439606___e____,1,0
XGene4394__276,1,0
XGene4394__276_reverse,2,0
XGene4394__277,2,0
XGene4394__277_reverse,2,0
XGene4394__278,3,0
XGene4394__278_reverse,2,0
XGene4394__279,2,0
XGene4394__279_reverse,1,0
XGene4394__280,2,0
XGene4394__280_reverse,2,0
XGene4394__84569,2,0
XGene4394__84569_reverse,1,0
XMetab__4424653___e____,1,0
XGene4395__59272,2,0
XGene4395__59272_reverse,2,0
XMetab__6306___e____,2,0
XMetab__CE4722___e____,2,0
XMetab__CE2916___e____,1,0
XGene4396__59272,2,0
XGene4396__59272_reverse,2,0
XMetab__CE4723___e____,2,0
XMetab__53481538___e____,2,0
XGene4397__59272,2,0
XGene4397__59272_reverse,1,0
XMetab__6140___e____,3,0
XMetab__CE4724___e____,3,0
XMetab__malthp___e____,1,0
XGene4398__276,2,0
XGene4398__276_reverse,1,0
XGene4398__277,2,0
XGene4398__277_reverse,2,0
XGene4398__278,3,0
XGene4398__278_reverse,1,0
XGene4398__279,2,0
XGene4398__279_reverse,3,0
XGene4398__280,2,0
XGene4398__280_reverse,1,0
XGene4398__84569,1,0
XGene4398__84569_reverse,2,0
XMetab__53481573___c____,2,0
XGene4399__RE0958C,2,0
XGene4399__RE0958C_reverse,3,0
XMetab__3081402___c____,3,0
XMetab__53481573___e____,1,0
XGene4400__276,1,0
XGene4400__276_reverse,2,0
XMetab__3081402___e____,1,0
XGene4400__277,3,0
XGene4400__277_reverse,2,0
XGene4400__278,1,0
XGene4400__278_reverse,1,0
XGene4400__279,1,0
XGene4400__279_reverse,2,0
XGene4400__280,1,0
XGene4400__280_reverse,1,0
XGene4400__84569,1,0
XGene4400__84569_reverse,2,0
XGene4402__RE1077C,2,0
XGene4402__RE1077C_reverse,3,0
XMetab__10964___c____,3,0
XMetab__182416___c____,2,0
XMetab__6238___c____,2,0
XGene4403__RE1096C,3,0
XMetab__152971___c____,1,0
XGene4404__412,2,0
XGene4404__412_reverse,4,0
XMetab__65076___c____,1,0
XGene4405__412,3,0
XGene4405__412_reverse,1,0
XMetab__65076___r____,2,0
XGene4406__412,2,0
XGene4406__412_reverse,2,0
XMetab__1117___r____,2,0
XGene4407__RE1134C,2,0
XMetab__20845972___c____,2,0
XGene4408__412,3,0
XGene4408__412_reverse,2,0
XMetab__20845972___r____,2,0
XGene4409__412,2,0
XGene4409__412_reverse,2,0
XGene4410__883,2,0
XGene4410__883_reverse,1,0
XMetab__3845___c____,3,0
XGene4411__RE1234C,2,0
XGene4411__RE1234C_reverse,2,0
XMetab__496___c____,1,0
XGene4412__RE1235C,2,0
XGene4412__RE1235C_reverse,1,0
XMetab__123689___c____,2,0
XMetab__165067___c____,2,0
XGene4413__RE1254C,1,0
XGene4413__RE1254C_reverse,2,0
XMetab__70___c____,2,0
XGene4414__RE1266C,2,0
XGene4415__RE1303C,2,0
XGene4416__RE1342C,1,0
XGene4416__RE1342C_reverse,2,0
XMetab__pail_hs___r____,1,0
XGene4417__5305,2,0
XGene4417__8396,3,0
XGene4417__79837,2,0
XMetab__pail45p_hs___m____,1,0
XGene4418__54995,2,0
XGene4418__54995_reverse,2,0
XMetab__CE5101___m____,1,0
XGene4419__RE1447N,1,0
XGene4419__RE1447N_reverse,2,0
XGene4420__RE1448N,2,0
XGene4420__RE1448N_reverse,2,0
XMetab__pail5p_hs___r____,1,0
XGene4421__93492,2,0
XGene4421__93492_reverse,1,0
XGene4422__33,2,0
XGene4422__33_reverse,1,0
XMetab__CE2434___m____,2,0
XGene4422__51,1,0
XGene4422__51_reverse,2,0
XGene4423__51,2,0
XGene4423__51_reverse,2,0
XMetab__CE2434___x____,1,0
XGene4423__8310,1,0
XGene4423__8310_reverse,2,0
XMetab__CE0849___m____,2,0
XGene4424__33,2,0
XGene4424__33_reverse,2,0
XMetab__CE2433___m____,2,0
XGene4424__51,2,0
XGene4424__51_reverse,1,0
XMetab__CE0849___x____,2,0
XGene4425__51,3,0
XGene4425__51_reverse,2,0
XMetab__CE2433___x____,2,0
XGene4425__8310,2,0
XGene4425__8310_reverse,1,0
XMetab__21252281___m____,2,0
XGene4426__33,3,0
XGene4426__33_reverse,4,0
XMetab__CE2432___m____,2,0
XGene4426__51,2,0
XGene4426__51_reverse,1,0
XMetab__21252281___x____,1,0
XGene4427__51,3,0
XGene4427__8310,3,0
XMetab__6443609___x____,2,0
XGene4428__51_reverse,2,0
XGene4428__8310_reverse,1,0
XMetab__53480665___m____,1,0
XGene4429__1892,2,0
XGene4429__1892_reverse,2,0
XMetab__53481428___m____,1,0
XGene4429__3030,1,0
XGene4429__3030_reverse,1,0
XGene4429__1962,2,0
XGene4429__1962_reverse,1,0
XGene4429__3032,2,0
XGene4429__3032_reverse,2,0
XMetab__53480665___x____,3,0
XGene4430__1962,2,0
XGene4430__1962_reverse,2,0
XMetab__53481428___x____,2,0
XGene4431__1892,3,0
XGene4431__1892_reverse,2,0
XMetab__CE2417___m____,1,0
XGene4431__3030,2,0
XGene4431__3030_reverse,2,0
XGene4431__1962,2,0
XGene4431__1962_reverse,2,0
XGene4431__3032,2,0
XGene4431__3032_reverse,2,0
XMetab__CE2432___x____,2,0
XGene4432__1962,2,0
XGene4432__1962_reverse,2,0
XMetab__CE2417___x____,3,0
XGene4433__1892,3,0
XGene4433__1892_reverse,1,0
XMetab__53481423___m____,2,0
XGene4433__3030,1,0
XGene4433__3030_reverse,2,0
XGene4433__1962,1,0
XGene4433__1962_reverse,2,0
XGene4433__3032,2,0
XGene4433__3032_reverse,2,0
XGene4434__1962,2,0
XGene4434__1962_reverse,2,0
XMetab__53481423___x____,1,0
XGene4435__1892,3,0
XGene4435__1892_reverse,2,0
XGene4435__3030,1,0
XGene4435__3030_reverse,1,0
XGene4435__1962,1,0
XGene4435__1962_reverse,3,0
XGene4435__3032,1,0
XGene4435__3032_reverse,2,0
XGene4436__1962,2,0
XGene4436__1962_reverse,3,0
XGene4437__3295,2,0
XGene4437__3295_reverse,2,0
XMetab__CE2422___m____,1,0
XGene4437__1962,2,0
XGene4437__1962_reverse,2,0
XGene4437__3033,2,0
XGene4437__3033_reverse,2,0
XGene4437__3028,3,0
XGene4437__3028_reverse,1,0
XGene4438__3295,2,0
XGene4438__3295_reverse,2,0
XMetab__CE2422___x____,2,0
XGene4438__1962,3,0
XGene4438__1962_reverse,2,0
XGene4439__3295,2,0
XGene4439__3295_reverse,2,0
XMetab__CE2424___m____,2,0
XGene4439__1962,1,0
XGene4439__1962_reverse,2,0
XGene4439__3033,1,0
XGene4439__3033_reverse,1,0
XGene4439__3028,2,0
XGene4439__3028_reverse,1,0
XGene4440__3295,1,0
XGene4440__3295_reverse,2,0
XMetab__CE2424___x____,1,0
XGene4440__1962,3,0
XGene4440__1962_reverse,1,0
XGene4441__3295,1,0
XGene4441__3295_reverse,1,0
XMetab__CE0693___m____,2,0
XGene4441__1962,2,0
XGene4441__1962_reverse,2,0
XGene4441__3033,2,0
XGene4441__3033_reverse,2,0
XGene4441__3028,2,0
XGene4441__3028_reverse,2,0
XGene4442__3295,2,0
XGene4442__3295_reverse,2,0
XMetab__CE0693___x____,1,0
XGene4442__1962,2,0
XGene4442__1962_reverse,2,0
XGene4443__RE1530C,2,0
XGene4443__RE1530C_reverse,1,0
XMetab__65063___c____,3,0
XGene4444__7084,3,0
XGene4444__7084_reverse,1,0
XMetab__CE0713___m____,3,0
XGene4445__10449,1,0
XGene4445__10449_reverse,1,0
XGene4445__3032,3,0
XGene4445__3032_reverse,1,0
XGene4445__3030,1,0
XGene4445__3030_reverse,1,0
XGene4446__30,3,0
XGene4446__30_reverse,1,0
XGene4447__10449,2,0
XGene4447__10449_reverse,2,0
XGene4447__3032,2,0
XGene4447__3032_reverse,2,0
XGene4447__3030,2,0
XGene4447__3030_reverse,2,0
XGene4448__30,2,0
XGene4448__30_reverse,1,0
XGene4449__10449,2,0
XGene4449__10449_reverse,2,0
XMetab__5280771___m____,1,0
XGene4449__3032,1,0
XGene4449__3032_reverse,1,0
XGene4449__3030,1,0
XGene4449__3030_reverse,1,0
XGene4450__30,2,0
XGene4450__30_reverse,2,0
XMetab__5280771___x____,2,0
XGene4451__10449,2,0
